survey_id,Photographer,Location,Comments,Species,Age,Image Usable?,Sex,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
6346,Nikolay Tretyakov,"{""latitude"":59.950116289585395,""longitude"":30.423642443359313}",Location in Russia from website,Hooded crow,Adult,no,,Russia,59.95011629,30.42364244,http://ibc.lynxeds.com/files/pictures/Hooded_crow-01.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/adult-crow-lawn-looking-me,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",39,17331
6347,Hans Schick,"{""latitude"":54.40749430666981,""longitude"":13.603154825439447}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,54.40749431,13.60315483,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Ruegen2011/Corvus_cornix-P1000969-400x267-P-USM.jpg,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Ruegen2011/Ruegen2011-SpeciesList.htm,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",40,17332
6348,Prisma Bildagentur,"{""latitude"":54.3519967,""longitude"":13.363049100000012}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,54.3519967,13.3630491,http://c8.alamy.com/comp/D0W25J/hooded-crow-corvus-corone-corvidae-crow-bird-animal-island-rgen-germany-D0W25J.jpg,http://www.alamy.com/stock-photo-hooded-crow-corvus-corone-corvidae-crow-bird-animal-island-rgen-germany-52181630.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",41,17333
6349,Christophe Gouraud,"{""latitude"":48.488487300000024,""longitude"":81.65563099999997}",Location in Kazakhstan from website,Hooded crow,Adult,no,,Kazakhstan,48.4884873,81.655631,http://ibc.lynxeds.com/files/pictures/Corvus_cornix_sharpii_1.JPG,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/adult-ground,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",42,17334
6350,Framepool,"{""latitude"":48.74700066507998,""longitude"":11.278162937499928}",Video; Location in Germany (Bavaria) from website,Carrion crow,Adult,yes,,Germany,48.74700067,11.27816294,http://footage.framepool.com/shotimg/qf/449162762-carrion-crow-mallard-duck-attacking-spring-season.jpg,http://footage.framepool.com/en/shot/914256654-carrion-crow-mallard-duck-attacking-spring-season,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",1,17693
6351,,,Video; Duplicate,,,no,,,,,http://footage.framepool.com/shotimg/qf/314202884-carrion-crow-impressing-spring-season-bavaria-state.jpg,http://footage.framepool.com/en/shot/914256654-carrion-crow-mallard-duck-attacking-spring-season,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",2,17694
6352,,,Video; Duplicate,,,no,,,,,http://footage.framepool.com/shotimg/qf/914256654-carrion-crow-mallard-duck-attacking-spring-season.jpg,http://footage.framepool.com/en/shot/914256654-carrion-crow-mallard-duck-attacking-spring-season,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",3,17695
6353,,,Video; No exact location in Germany,Carrion crow,Adult,no,,,,,http://footage.framepool.com/shotimg/765894537-carrion-crow-limb-part-of-tree-cleansing-animal-head-anatomy.jpg,http://footage.framepool.com/en/shot/994800882-carrion-crow-branch-observing-head-anatomy,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",4,17696
6354,blickwinkel/Kaufung,,2 individuals; No exact location in Germany,Carrion crow,Adult,no,,,,,http://c8.alamy.com/comp/CNWNJ1/carrion-crow-corvus-corone-two-birds-looking-for-food-on-a-card-track-CNWNJ1.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-two-birds-looking-for-food-on-a-card-track-47894281.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",5,17697
6355,Marco Valentini,"{""latitude"":50.805357,""longitude"":4.492793000000006}",Location in Belgium from website,Carrion crow,Adult,no,,Belgium,50.805357,4.492793,http://ibc.lynxeds.com/files/pictures/Corvus_corone.jpg,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/tervuren-park,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",6,17698
6356,blickwinkel/McPHOTO/MAS,"{""latitude"":48.574450178828435,""longitude"":9.031530084374936}",Location in Germany (Baden-W蘝rttemberg) from website,Carrion crow,Adult,yes,,Germany,48.57445018,9.031530084,http://c8.alamy.com/comp/CNTKGT/carrion-crow-corvus-corone-on-the-feed-on-a-meadow-with-autumn-leaves-CNTKGT.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-on-the-feed-on-a-meadow-with-autumn-leaves-47870728.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",7,17699
6357,Duncan Usher,"{""latitude"":51.513010939902856,""longitude"":9.701100023278741}",2 individuals - LHS; Location in Germany (Lower Saxony) from website; Emailed Duncan usherfoto@online.de for exact location - replied with co-ordinates,Carrion crow,Adult,yes,,Germany,51.51301094,9.701100023,http://c8.alamy.com/comp/C4G6Y8/carrion-crow-corvus-corone-two-on-field-feeding-on-carrion-lower-saxony-C4G6Y8.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-two-on-field-feeding-on-carrion-lower-saxony-37236060.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",8,17700
6358,blickwinkel/Lamm,"{""latitude"":51.570014686870046,""longitude"":7.9252656749999915}",Location in Germany (North Rhine-Westphalia) from website,Carrion crow,Adult,yes,,Germany,51.57001469,7.925265675,http://c8.alamy.com/comp/B09WBP/carrion-crow-corvus-corone-sitting-on-dead-tree-trunk-germany-north-B09WBP.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-sitting-on-dead-tree-trunk-germany-north-17427866.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",9,17701
6359,,,Dup,,,no,,,,,http://footage.framepool.com/shotimg/qf/994800882-carrion-crow-branch-observing-head-anatomy.jpg,http://footage.framepool.com/en/shot/994800882-carrion-crow-branch-observing-head-anatomy,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",13,17705
6360,Jens Schmitz,"{""latitude"":51.13804,""longitude"":7.2157399999999825}",Location in Germany from website,Carrion crow,Adult,yes,,Germany,51.13804,7.21574,http://cache2.asset-cache.net/gc/508488659-carrion-crow-corvus-corone-bergisches-land-gettyimages.jpg?v=1&c=IWSAsset&k=2&d=IvlITcePPi7q9VoAOgM6jaYHevKBFc6YrBMwjuSnjNP3U7a1RwwHyz2NmmIoAW7b,http://www.gettyimages.com/detail/photo/carrion-crow-corvus-corone-bergisches-land-region-royalty-free-image/508488659,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",14,17706
6361,Duncan Usher,"{""latitude"":51.5424,""longitude"":9.629199999999969}",Location in Germany (Lower Saxony) from website; Emailed Duncan - replied with co-ordinates,Carrion crow,Adult,yes,,Germany,51.5424,9.6292,http://previews.agefotostock.com/previewimage/bajaage/37a6056924ff7e4b9ece1b2640b284ba/rdc-ad_25903.jpg,http://www.agefotostock.com/en/Stock-Images/Rights-Managed/RDC-ad_25903,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",15,17707
6362,Coatmeur J. & P. Faucheux,,Sent email to INRA http://www.inra.fr/en/infos/contact/72# for location,Carrion crow,Adult,,,,,,http://www7.inra.fr/hyppz/IMAGES/7031401.jpg,http://www7.inra.fr/hyppz/RAVAGEUR/6corcor.htm,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",16,17708
6363,Frank Hecker,"{""latitude"":53.68381283692332,""longitude"":7.946643187500058}",Emailed Frank for location - duplicate,Hooded crow,Adult,no,,Germany,53.68381284,7.946643188,http://previews.agefotostock.com/previewimage/bajaage/2d91e9252602a57f250c6dea62f28f4a/bwi-bs239981.jpg,http://www.agefotostock.com/en/Stock-Images/Rights-Managed/BWI-BS239981,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",17,17709
6364,Juniors Bildarchiv,,No exact location in Germany - emailed Juniors Bildarchiv info@juniors-tierbild.com,Carrion crow,Adult,,,,,,http://c8.alamy.com/comp/EDDDM8/carrion-crow-corvus-corone-corone-tearing-at-plastic-bag-germany-EDDDM8.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-corone-tearing-at-plastic-bag-germany-77128136.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",18,17710
6365,Eduardo de Juana,"{""latitude"":47.914889,""longitude"":106.92498499999999}",2 individuals; Location in Mongolia from website,Carrion crow,Adult,no,,Mongolia,47.914889,106.924985,http://ibc.lynxeds.com/files/pictures/Corvus_corone_Tsenkher_Mongolia_2009.JPG,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/two-adults-ground-steppe-habitat-one-them-cowing,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",19,17711
6366,Raimund Linke,,No exact location in Germany; Cannot find email,Carrion crow,Adult,,,,,,http://image1.masterfile.com/getImage/700-07368531em-Carrion-Crow--Corvus-corone--on-Branch-in-Spring--Germany.jpg,http://www.masterfile.com/stock-photography/image/700-07368531/Carrion-Crow-(Corvus-corone)-on-Branch-in-Spring-Germany,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",20,17712
6367,Josep del Hoyo,"{""latitude"":31.844313,""longitude"":130.87290899999994}",Location in Japan from website; ssp orientalis,Carrion crow,Adult,no,,Japan,31.844313,130.872909,http://ibc.lynxeds.com/files/pictures/Corvus_corone_35japo_JH.jpg,http://ibc.lynxeds.com/photo/carrion-crow-corvus-corone/bird-foraging-ground,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",21,17713
6368,,,Video; no exact location in Germany,Carrion crow,Adult,no,,,,,http://footage.framepool.com/shotimg/qf/975212206-rook-flying-away-limb-part-of-tree-observing.jpg,http://footage.framepool.com/en/shot/975212206-rook-flying-away-limb-part-of-tree-observing,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",22,17714
6369,Juniors Bildarchiv,,No exact location in Germany - Need to email Juniors Bildarchiv - waiting for reply,Carrion crow,Adult,,,,,,http://fscomps.fotosearch.com/compc/JNB/JNB051/183404.jpg,http://www.fotosearch.com/JNB051/183404/,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",23,17715
6370,Sven-Erik Arndt,,Emailed Sven-Erik searndt@gmx.de,Carrion crow,Adult,,,,,,http://c8.alamy.com/comp/C3RHRC/carrion-crow-corvus-corone-collecting-nesting-material-in-beak-on-C3RHRC.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-collecting-nesting-material-in-beak-on-36783584.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",24,17716
6371,Dieter Hopf,"{""latitude"":47.82479900000001,""longitude"":11.684013999999934}",Location in Germany from website,Carrion crow,Adult,yes,,Germany,47.824799,11.684014,http://c8.alamy.com/comp/B7AADN/carrion-crow-corvus-corone-corone-allgaeu-germany-europe-B7AADN.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-corone-allgaeu-germany-europe-21740705.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",25,17717
6372,,,no,,,no,,,,,http://c8.alamy.com/comp/DAEPB8/carrion-crow-corvus-corone-ducks-egg-robbed-and-eaten-out-by-a-crow-DAEPB8.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-ducks-egg-robbed-and-eaten-out-by-a-crow-58102556.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",26,17718
6373,blickwinkel,"{""latitude"":51.433236700000016,""longitude"":7.9911836437499915}",Location in Germany (North Rhine-Westphalia) from website,Carrion crow,Adult,yes,,Germany,51.4332367,7.991183644,http://c8.alamy.com/comp/EBRFT7/carrion-crow-corvus-corone-corvus-corone-corone-on-the-ground-germany-EBRFT7.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-corvus-corone-corone-on-the-ground-germany-76120023.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",27,17719
6374,,,Video; No exact location in Germany,Carrion crow,Adult,no,,,,,http://footage.framepool.com/shotimg/qf/455845992-carrion-crow-calling-stem-conifer.jpg,http://footage.framepool.com/en/shot/455845992-carrion-crow-calling-stem-conifer,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",29,17721
6375,Arndt Sven-Erik,"{""latitude"":51.165691,""longitude"":10.451526000000058}",Emailed Sven-Erik,Carrion crow,Adult,,,Germany,51.165691,10.451526,http://c8.alamy.com/comp/C8BKJE/carrion-crow-corvus-corone-scavenging-for-food-in-garbage-on-street-C8BKJE.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-scavenging-for-food-in-garbage-on-street-39594870.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",30,17722
6376,,,Video; No exact location in Germany,Carrion crow,Adult,no,,,,,http://footage.framepool.com/shotimg/qf/572713454-carrion-crow-calling-flying-away-taking-off.jpg,http://footage.framepool.com/en/shot/935494941-carrion-crow-calling-flying-away-taking-off,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",31,17723
6377,Duncan Usher,,Duplicate individual by Duncan Usher,,,no,,,,,http://l2.alamy.com/thumbs/4/8263cf38-1379-45e1-9e27-8cb4297793bd/C4G782.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-two-on-field-feeding-on-carrion-lower-saxony-37236060.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",32,17724
6378,SD Stock Video,"{""latitude"":50.4397911,""longitude"":7.110125700000026}",Video - magpie attack; Location in Germany in tags,Carrion crow,Adult,yes,,Germany,50.4397911,7.1101257,http://footage.framepool.com/shotimg/qf/850624825-carrion-crow-magpie-attacking-aggression.jpg,http://footage.framepool.com/en/shot/850624825-carrion-crow-magpie-attacking-aggression,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",33,17725
6379,Arndt Sven-Erik,"{""latitude"":47.61937815584601,""longitude"":9.410698128906233}",Emailed Arndt Sven-Erik,Carrion crow,Adult,,,Germany,47.61937816,9.410698129,http://c8.alamy.com/comp/C8BKN6/carrion-crow-corvus-corone-mobbing-common-buzzard-buteo-buteo-feeding-C8BKN6.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-mobbing-common-buzzard-buteo-buteo-feeding-39594946.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",35,17727
6380,Arndt Sven-Erik,,Duplicate individual by Arndt Sven-Erik,,,no,,,,,http://c8.alamy.com/comp/C3RHR0/carrion-crow-corvus-corone-collecting-nesting-material-in-beak-on-C3RHR0.jpg,http://www.alamy.com/stock-photo-carrion-crow-corvus-corone-collecting-nesting-material-in-beak-on-36783572.html,Germany - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Germany""",36,17728
6482,Stuart Fisher,"{""latitude"":41.11473198445454,""longitude"":29.055576603149348}",(ssp sharpii).,Hooded crow,Adult,no,,Turkey,41.11473198,29.0555766,http://ibc.lynxeds.com/files/pictures/Hooded_Crow.JPG,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/bird-perched-jetty-bosphorus,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",44,17336
6483,Hans Schick,"{""latitude"":54.18354147311391,""longitude"":7.91323388483886}",HYBRID? Check! Location in Germany from blog on website,Hybrid,Adult,yes,,Germany,54.18354147,7.913233885,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Helgoland2012/Corvus_cornix-IMG_2134-400x267-P-USM.jpg,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Helgoland2012/Helgoland2012-SpeciesList.htm,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",45,17337
6484,Brendan Marnell,"{""latitude"":53.205427151382885,""longitude"":-6.098542819482418}",Location in Ireland from website,Hooded crow,Adult,no,,Ireland,53.20542715,-6.098542819,http://ibc.lynxeds.com/files/pictures/Hooded_Crow_0.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/cautious-bird-has-become-tame-among-variety-shorebirds,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",46,17338
6485,Chris Cheadle,"{""latitude"":52.524602303241885,""longitude"":13.405983968261694}",2 individuals - LHS; Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.5246023,13.40598397,https://cdn.superstock.com/1990/Thumb/1990-12329523.jpg,https://www.superstock.com/stock-photography/crow,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",47,17339
6486,Odysseas,"{""latitude"":61.95734796927717,""longitude"":15.391547875000015}",Location (Sweden) from website,Hooded crow,Adult,no,,Sweden,61.95734797,15.39154788,http://2.bp.blogspot.com/_kab_xH74v1s/TNTYFzOailI/AAAAAAAAEpk/S2phHUjWKQ0/s1600/Corvus_cornix.JPG,http://birhol.blogspot.com/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",48,17340
6487,Hans Schick,"{""latitude"":54.42041568085275,""longitude"":13.591994476318405}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,54.42041568,13.59199448,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Ruegen2011/Corvus_cornix-P1000990-400x267-P-USM.jpg,http://www.ornithos.de/Ornithos/Trip_Reports/Germany-Ruegen2011/Ruegen2011-SpeciesList.htm,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",49,17341
6488,Hanna Sztwiertnia,"{""latitude"":51.13094406929308,""longitude"":17.009011843164103}",Location in Poland from website,Hooded crow,Adult,no,,Poland,51.13094407,17.00901184,http://ibc.lynxeds.com/files/pictures/wrona1.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/adult-bird-standing-close-water,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",50,17342
6489,John van der Woude,"{""latitude"":53.336628565432896,""longitude"":13.435558952148426}",Location in Germany from blog on website,Hooded crow,Adult,yes,,Germany,53.33662857,13.43555895,http://www.jvanderw.nl/tripreports/DldApril2010/P1060266.jpg,http://www.jvanderw.nl/tripreports/DldApril2010/report.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",52,17344
6490,Arco / C. Wermter,,Duplicate indi,,,no,,,,,http://l1.alamy.com/thumbs/4/da37effe-3761-4d53-941a-38b02e30e675/DTPWJD.jpg,http://www.alamy.com/stock-photo-hooded-crow-national-park-vorpommersche-boddenlandschaft-mecklenburg-66885916.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",53,17345
6491,,"{""latitude"":51.11424370094027,""longitude"":17.03733597036137}",Might be duplicate- in Poland,Hooded crow,Adult,no,,Poland,51.1142437,17.03733597,http://ibc.lynxeds.com/files/pictures/wrona_0.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/adult-bird-riverbank-lateral-view,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",54,17346
6492,Euratlas,"{""latitude"":41.00527,""longitude"":28.976959999999963}",Location in Turkey from website,Hooded crow,Adult,no,,Turkey,41.00527,28.97696,http://www.euratlas.com/Atlas/istanbul/corvus_cornix.jpg,http://www.euratlas.com/Atlas/istanbul/corvus_cornix.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",55,17347
6493,Laurent Demongin,"{""latitude"":66.65732402615895,""longitude"":66.41821498280342}",Location in Russia from website; (ssp sharpii).,Hooded crow,Adult,no,,Russia,66.65732403,66.41821498,http://ibc.lynxeds.com/files/pictures/IMG_8488.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/juvenile-recently-fledged,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",56,17348
6494,Konrad Wothe,"{""latitude"":53.89510533162014,""longitude"":13.994588416796887}",3 individuals; Emailed Konrad k.wothe@t-online.de - replied,Hooded crow,Adult,yes,,Germany,53.89510533,13.99458842,http://image1.masterfile.com/em_t/02/89/88/848-02898821t.jpg,http://www.masterfile.com/stock-photography/image/848-02842173/Hooded-Crow-(Corvus-corone-cornix)-flying-Feldberg-Germany,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",57,17349
6495,Konrad Wothe,,Duplicate individuals,,,no,,,,,http://www.natgeocreative.com/comp/MI/001/1241777.jpg,http://www.natgeocreative.com/photography/1241777,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",58,17350
6496,Thomas Quine,"{""latitude"":52.510395848643384,""longitude"":13.402894063476538}",Recently fledged; Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.51039585,13.40289406,https://c1.staticflickr.com/5/4136/4912827415_3779501815_b.jpg,https://www.flickr.com/photos/quinet/4912827415/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",59,17351
6497,Alex Auer,"{""latitude"":54.18222627199866,""longitude"":7.913377845507853}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,54.18222627,7.913377846,http://www.naturephoto-cz.com/photos/auer/hooded-crow-xxx2z8h4171mw.jpg,http://www.naturephoto-cz.com/hooded-crow-photo-14035.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",60,17352
6498,Looney Babewynie,"{""latitude"":52.51441816874764,""longitude"":13.359149612719762}","Location in Berlin, Germany from website",Hooded crow,Adult,yes,,Germany,52.51441817,13.35914961,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Corvus_cornix_Nebelkraehe_Berlin_Tiergarten.png/923px-Corvus_cornix_Nebelkraehe_Berlin_Tiergarten.png,https://babewyn.wordpress.com/,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",62,17354
6499,blickwinkel/Mahlke,"{""latitude"":52.9800328510378,""longitude"":13.76203939218749}",2 individuals - LHS; Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.98003285,13.76203939,http://l7.alamy.com/zooms/c4a03bdabf3a45d0978e9f2763b91cdc/white-tailed-sea-eagle-haliaeetus-albicilla-jung-eagle-and-hooded-a6jxnc.jpg,http://www.alamy.com/stock-photo-white-tailed-sea-eagle-haliaeetus-albicilla-jung-eagle-and-hooded-6624731.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",63,17355
6500,Dick Daniels,"{""latitude"":52.153758651316444,""longitude"":-0.9545931375000691}",Location (Eng) from website,Carrion crow,Adult,no,,England,52.15375865,-0.954593138,"http://carolinabirds.org/Daniels/GreatBritain/Photos/crow, carrion 05-25a ENG.jpg",http://carolinabirds.org/HTML/EU_Corvidae_Crow.htm,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",64,17356
6501,Susanne Rintelen,"{""latitude"":52.4987555119801,""longitude"":13.453791579833933}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.49875551,13.45379158,http://ibc.lynxeds.com/files/pictures/PICT1948_ji.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/bird-walking-frozen-river-spree-strong-tailwind,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",65,17357
6502,,,no,,,no,,,,,http://t1.thpservices.com/fotos/thum4/019/764/bwi-bs245946.jpg,http://www.agefotostock.com/en/Stock-Images/Rights-Managed/RDC-ad-13710,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",66,17358
6503,Duncan Eames,"{""latitude"":52.21870329999999,""longitude"":21.038018100000045}",2 individuals; Location in Poland from https://www.flickr.com/photos/djeames/4663994804/in/photolist-f4JRwJ-f45o81-f3RpcZ-f4J55W-8Ksu9F-879caw-8hzKbM-f4sPzk-f4umTn-9pYbTp-8HNBL6-885D9L-byvFFz-8dHotN-885D9S-ipyZRP,Hooded crow,Adult,no,,Poland,52.2187033,21.0380181,https://41.media.tumblr.com/98003a83f0beb6357314dc671f4c9c0a/tumblr_mxwlzpJzga1t08imeo1_500.jpg,https://www.tumblr.com/tagged/Crow-Feather,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",67,17359
6504,June Brockway,"{""latitude"":52.35442786591746,""longitude"":14.061903396789603}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.35442787,14.0619034,http://2.bp.blogspot.com/-0t3jnGrbfaM/U1Lkn1wQizI/AAAAAAAAGt4/CW37CIOjydg/s1600/20140419+006e+Hooded+crow+with+fish+Fustenwalde+lock.JPG,http://nbtemujin2014.blogspot.com/2014/04/saturday-19th-april-2014-fustenwalde.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",68,17360
6505,nottsexminer,"{""latitude"":54.326083279036155,""longitude"":-4.382096142883256}",Location on Isle of Man from website,Hooded crow,Adult,no,,Isle of Man,54.32608328,-4.382096143,http://ibc.lynxeds.com/files/pictures/Hooded_Crow_02-02-10.jpg,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/taken-ramsey-harbor-isle-man,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",69,17361
6506,Biszak Szabolcs,"{""latitude"":47.07278028920109,""longitude"":19.26160478125007}",Cannot find photographer's email - lives in Hungary,Hooded crow,Adult,no,,Hungary,47.07278029,19.26160478,https://lh5.googleusercontent.com/-7txGX-H3ppg/TXvFO8YKlcI/AAAAAAAAFWQ/20-iZVi94Hc/s1600/IMGP8365a.jpg,http://biszaksz.blogspot.com/2011/03/dolmanyos-varju-hooded-crow-corvus.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",70,17362
6507,alkumaheerd,"{""latitude"":37.2898123,""longitude"":55.13758340000004}",Location in Iran from website,Hooded crow,Adult,no,,Iran,37.2898123,55.1375834,http://www.birdforum.net/opus/images/thumb/5/5f/Hooded_Crow.jpg/550px-Hooded_Crow.jpg,http://anthrophysis.blogspot.com/2012/04/birds-know-where-they-are-not-wanted.html,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",71,17363
6508,Christian Michael Mortensen,"{""latitude"":55.68490413612522,""longitude"":12.595631258935555}",Location in Denmark from website,Hooded crow,Adult,yes,,Denmark,55.68490414,12.59563126,http://ibc.lynxeds.com/files/pictures/DSC_2468.JPG,http://ibc.lynxeds.com/photo/hooded-crow-corvus-cornix/gr檀krage,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",72,17364
6509,Karen Halliday,"{""latitude"":53.6355022,""longitude"":11.401249900000039}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,53.6355022,11.4012499,http://www.mrhalliday.com/klhalliday/Birds/Images/Crows/2003 DE Hooded.jpg,http://www.mrhalliday.com/klhalliday/CritterPixByTrip/2003 Germany.htm,Germany - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Germany""",73,17365
