survey_id,Comments,Subspecies,Age,Sex,Photographer,Location,Colour Morph,Image Usable?,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
3813,Need to email Bob.Barbour.Photographer@Gmail.com (still waiting for reply on prev. email),,Adult,,,"{""latitude"":27.6648274,""longitude"":-81.51575350000002}",Black,no,Florida,27.6648274,-81.5157535,http://cdn.c.photoshelter.com/img-get/I0000j_o9u4av1Jk/s/860/860/Black-Bear-plastic-bottle-RT-IMG-0189.jpg,http://bobbarbour.photoshelter.com/image/I0000j_o9u4av1Jk,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",198,4361
3814,Wrong species,,,,,,,no,,,,http://www.bearsoftheworld.net/images/bears/formosan_black_bear02.jpg,http://www.bearsoftheworld.net/formosan_black_bears.asp,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",199,4362
3815,Same individual as prev. photo - Pittsburgh zoo,,Adult,,Ryan Poplin,"{""latitude"":40.484289,""longitude"":-79.92214999999999}",Black,no,Pennsylvania,40.484289,-79.92215,http://www.arizona-leisure.com/gfx/black-bear-large.jpg,http://www.arizona-leisure.com/arizona-black-bear.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",200,4363
3816,Sent FB message to facebook.com/markbennettmedia/timeline -  not his photo,,Adult,,Mark Bennett,,Black,no,,,,http://www.defenders.org/sites/default/files/black-bear-mark-bennett-dpc.jpg,http://www.defenders.org/black-bear/basic-facts,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",201,4364
3817,Have emailed already - do not know,,Adult,,,,Non-black,no,,,,http://revelstokebearaware.org/wp-content/uploads/cinnamon-black-bear1.jpg,http://revelstokebearaware.org/about-bears/identify-a-bear/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",202,4365
3818,Location from shutterstock.com/pic-180972746/stock-photo-black-bear-by-medicin-lake-jasper-national-park-canada.html?src=PS5DwrRy6S3EBRIUs8iKRA-1-1,U.a. cinnamonum,Adult,,Serjio74,"{""latitude"":52.911144,""longitude"":-118.05304969999997}",Black,yes,Alberta,52.911144,-118.0530497,http://www.brycecanyoncountry.com//wp-content/uploads/2012/09/black-bear.jpg,http://www.brycecanyoncountry.com/black-bears-in-bryce-canyon-region/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",203,4366
3819,Brown juvenile; Emailed njkphotography.com/Galleries for location - replied,U.a. amblyceps,Juvenile,,Noah Katz,"{""latitude"":40.03961,""longitude"":-105.28676200000001}",Non-black,yes,Colorado,40.03961,-105.286762,http://b50ym1n8ryw31pmkr4671ui1c64.wpengine.netdna-cdn.com/wp-content/blogs.dir/11/files/2012/02/Black-Bear-cub-Noah-Katz.jpg,http://blog.nwf.org/2012/02/black-bears-are-being-shot-due-to-tar-sands-development/black-bear-cub-noah-katz/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",204,4367
3820,"Black female and juvenile (black) - need to add!; Emailed Paul Nicklen's people akeating@ngs.org, sgold@ngs.org for location - haven't replied",U.a. americanus,Adult,Female,Paul Nicklen,"{""latitude"":64.2823274,""longitude"":-135}",Black,no,Yukon Territory,64.2823274,-135,http://images.fineartamerica.com/images-medium-large/black-bear-and-her-cub-in-a-grassy-paul-nicklen.jpg,http://pixels.com/featured/black-bear-and-her-cub-in-a-grassy-paul-nicklen.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",205,4368
3821,Dead individual; Location from website,U.a. americanus,Adult,,Unknown,"{""latitude"":56.027543201900166,""longitude"":-117.6896982310547}",Black,yes,Alberta,56.0275432,-117.6896982,http://www.albertabiggamehunting.com/images/black-bear-hunting.jpg,http://www.albertabiggamehunting.com/black-bear-hunting-alberta.asp,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",206,4369
3822,Wrong species,,,,,,,no,,,,http://wallpapers.free-review.net/wallpapers/15/American_black_bear_cub.jpg,http://wallpapers.free-review.net/15__American_black_bear_cub.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",207,4370
3823,Location  from website,U.a. americanus,Adult,,Unknown,"{""latitude"":55.300038,""longitude"":-114.250903}",Black,yes,Alberta,55.300038,-114.250903,http://www.anchorinnresort.com/images/1985_sharon_kitterman_sow.jpg,http://www.anchorinnresort.com/bearhunting.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",208,4371
3824,"2 Dead individuals; 1 black - 1 brown added separately; Location on website ""foothills of Alberta""",U.a. cinnamonum,Adult,,Unknown,"{""latitude"":52.80589397283717,""longitude"":-117.1477925625}",Black,yes,Alberta,52.80589397,-117.1477926,http://www.centerfireoutfitters.com/images/black-bear-hunting.jpg,http://www.centerfireoutfitters.com/black-bear-hunting.asp,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",209,4372
3825,Hot-linked; Cannot find original photographer,,,,,,Black,no,,,,http://ahdimages.com/wp-content/uploads/2014/03/black-bear-pictures-5.jpg,http://ahdimages.com/black-bear-pictures/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",210,4373
3826,Location from website; Have contacted photographer ignacio@emberiza.org,U.a. kermodei,Adult,,Ignacio Yuféra,"{""latitude"":53.36843806963183,""longitude"":-129.02336835029297}",Black,yes,British Columbia,53.36843807,-129.0233684,http://www.apex-expeditions.com/wp-content/uploads/2014/04/sbSlider_Black-bear_1366x601.jpg,http://www.apex-expeditions.com/expedition/land-of-the-spirit-bears/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",211,4374
3827,Wrong species,,,,,,,no,,,,http://www.bearsoftheworld.net/images/bears/himalayanbear01.jpg,http://www.bearsoftheworld.net/himalayan_black_bears.asp,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",212,4375
3828,Wrong species and captive,,,,,,,no,,,,https://02varvara.files.wordpress.com/2012/04/00-black-cat-with-asian-black-bear-04-12.jpg,https://02varvara.wordpress.com/2012/04/19/19-april-2012-the-best-of-friends/00-black-cat-with-asian-black-bear-04-12/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",213,4376
3829,Not in W North America; Location from commons.wikimedia.org/wiki/File:Young_black_bear.jpg,U.a. americanus,Juvenile,,Mickael Brangeon,"{""latitude"":50.40451650157916,""longitude"":-74.93420225}",Black,no,Québec,50.4045165,-74.93420225,http://www.timberon.org/wp-content/uploads/Young_black_bear.jpg,http://www.timberon.org/?attachment_id%3D669,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",214,4377
3830,Captive bear in Oregon zoo; emailed hova.najarian@oregonzoo.org about all the bears at the zoo,,Adult,,,,Black,no,,,,http://photorator.com/photos/images/american-black-bear-ursus-americanus-x-17442.jpg,http://photorator.com/photo/17442/american-black-bear-ursus-americanus-x,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",215,4378
3831,Revisit - cannot find photographer's email,,Juvenile,,Tom Brakefield,,Black,no,,,,http://wallpaperlepi.com/wp-content/uploads/2014/10/Best-Black-Bear-Wallpaper-for-iPhone.png,http://wallpaperlepi.com/downloadsites/black-bear-sleep-on-tree-wallpaper-pc.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",216,4379
3832,Just the paw; Cannot find the original photographer,,,,,,Black,no,,,,http://www.bear.org/website/images/stories/images/images-new/black_bear_claws.jpg,http://www.bear.org/website/bear-pages/black-bear/bears-a-humans/119-how-dangerous-are-black-bears.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",217,4380
3833,"Emailed Duane Sept mail@septphoto.com - replied to say Juneau, Alaska; another brown-phase bear on page (need to add!)",U.a. pugnax,Adult,,Duane Sept,"{""latitude"":58.31015148702536,""longitude"":-134.41955053862307}",Black,yes,Alaska,58.31015149,-134.4195505,http://septphoto.com/wp-content/uploads/1300910_W675.jpg,http://septphoto.com/images/mammals/american-black-bear/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",218,4381
3834,Not in W North America; Probably captive,U.a. americanus,,,,"{""latitude"":47.905395347915615,""longitude"":-91.77672220624999}",Black,no,Minnesota,47.90539535,-91.77672221,https://secure.defenders.org/ac/img/animals/Black%20Bear/Black_Bear2.jpg,https://secure.defenders.org/site/SPageServer?pagename=/wagc_blackbear,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",219,4382
3835,Direct link and visible link show different images,,,,,,,no,,,,http://lzamgs.com/images/img7/pictures-black-bear-cubs-hd-images-3.jpg,http://lzamgs.com/pictures-black-bear-cubs-widescreen-2-hd-wallpaper.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",220,4383
3836,Not in W North America; Location from website,,Adult,,Deb McKenzie,"{""latitude"":43.7645456,""longitude"":-73.75656859999998}",Black,no,New York,43.7645456,-73.7565686,http://www.adirondackwildlife.org/black_bear_mckenzie_070110_c.jpg,http://www.adirondackwildlife.org/BlackBearDarrellAusten.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",221,4384
3837,Location taken as coastal BC; Cannot find original photographer,U.a. kermodei,Adult,,Unknown,"{""latitude"":53.29945399744034,""longitude"":-128.64976988750004}",Non-black,yes,British Columbia,53.299454,-128.6497699,http://www.bear.org/website/images/stories/images/images-new/white_phase.jpg,http://www.bear.org/website/bear-pages/black-bear/basic-bear-facts/16-black-bear-color-phases.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",222,4385
3838,Not in W North America; Location inferred from website,U.a. americanus,Adult,,Cindy Heffley,"{""latitude"":35.79276,""longitude"":-75.87663299999997}",Black,no,North Carolina,35.79276,-75.876633,http://www.fws.gov/southeast/news/2009/images/blackBear1.jpg,http://www.fws.gov/southeast/news/2009/r09-039.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",223,4386
3839,Revisit - cannot find original photographer,,Juvenile,,Unknown,,Black,no,,,,http://www.netstate.com/states/symb/mammals/images/black_bear_cubs_all.jpg,http://www.netstate.com/states/symb/mammals/al_black_bear.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",224,4387
3840,Not in W North America; collared,,Adult,,Louisiana Department of Wildlife and Fisheries,"{""latitude"":30.9842977,""longitude"":-91.96233269999999}",Black,no,Louisiana,30.9842977,-91.9623327,http://www.wlf.louisiana.gov/sites/default/files/imagecache/Full-960/images/jpg/news/37229-lpb_chronicles_the_comeback_of_the_louisiana_black_bear_on_dec._9/collared_black_bear_photo_-_ldwf.jpg,http://www.wlf.louisiana.gov/category/news/black-bear-news,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",225,4388
3841,Not in W North America; Emailed ldutton@theblade.com - replied with co-ordinates and extra photo,U.a. americanus,Adult,,The Blade,"{""latitude"":35.6852452,""longitude"":-83.53662810000003}",Black,no,Tennessee,35.6852452,-83.5366281,http://www.toledoblade.com/image/2013/01/21/800x_b1_cCM_z/black-bear.jpg,http://www.toledoblade.com/sports/2013/01/22/Sign-of-black-bear-activity-emerges-in-Seneca-Co.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",226,4389
3842,Museum set in LA Natural History Museum,,,,,,,no,,,,http://www.nhm.org/site/sites/default/files/exhibits/halls/northamerican/namh_blackbear.jpg,http://www.nhm.org/site/explore-exhibits/permanent-exhibits/north-american-mammals/black-bear,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",227,4390
3843,Captive bear at Bear Country USA; Location from mendosa.com/fitnessblog/?cat=18,,Adult,,,"{""latitude"":43.975385,""longitude"":-103.2969}",Black,no,South Dakota,43.975385,-103.2969,http://www.mendosa.com/fitnessblog/wp-content/uploads/2010/05/black-bear.jpg,http://www.mendosa.com/fitnessblog/?m%3D201005,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",228,4391
3844,Location from http://www.gettyimages.com/detail/photo/black-bear-outside-glacier-national-park-high-res-stock-photography/72654763,U.a. cinnamonum,Adult,,Jame Hager,"{""latitude"":48.75440725273381,""longitude"":-113.80504644458006}",Black,yes,Montana,48.75440725,-113.8050464,http://imgc.allpostersimages.com/images/P-473-488-90/26/2616/LVBMD00Z/posters/james-hager-black-bear-ursus-americanus-outside-glacier-national-park-montana.jpg,http://www.allposters.com/-sp/Black-Bear-Ursus-Americanus-Outside-Glacier-National-Park-Montana-Posters_i3168935_.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",229,4392
3845,Location from http://commons.wikimedia.org/wiki/File:Black_bear2.jpg - Minnesota,U.a. americanus,Adult,,dalliedee,"{""latitude"":46.729553,""longitude"":-94.68589980000002}",Black,no,Minnesota,46.729553,-94.6858998,http://www.animalgalleries.org/albums/Large-Land-Mammals/Bears/Black%20Bear/Black%20Bear%20American%20Ursus%20americanus%20(2).jpg,http://www.animalgalleries.org/Large-Land-Mammals/Bears/Black Bear/Black+Bear+American+Ursus+americanus+(2).jpg.php,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",230,4393
3846,Cannot find original photographer/location - looks captive,,Adult,,,,Black,no,,,,http://www.richwooders.com/appalachian/wildlife/american/photos/black-bear-wv-state_animal.jpg,http://www.richwooders.com/appalachian/wildlife/american/black-bear-wv-state_animal.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",231,4394
3847,Emailed robertmcgouey.com/page/contact/#/page/contact/ - replied with location (and extra photo - add! http://www.alamy.com/zooms/6628244aca654c699837f8e91999021a/black-bear-28-awpa68.jpg),U.a. kermodei,Adult,,Robert McGouey,"{""latitude"":55.970693,""longitude"":-129.96229970000002}",Black,yes,British Columbia,55.970693,-129.9622997,http://i.huffpost.com/gen/1319107/images/o-BLACK-BEAR-facebook.jpg,http://www.huffingtonpost.com/2013/08/26/black-bear-michigan-shot-attack-mauled-cadillac_n_3817576.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",232,4395
3848,2 black individuals; Emailed jcschaul@aol.com (article author) - replied to say Lynn Rogers (cannot find email),,Adult,,Lynn Rogers,,Black,no,,,,http://voices.nationalgeographic.com/files/2012/10/black-bear-playing_5803_600x450.jpg,http://voices.nationalgeographic.com/2012/10/11/black-bear-the-new-exhibit-at-the-minnesota-zoo/black-bear-playing_5803_600x450-2/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",233,4396
3849,Black female (2 juveniles (black) - added separately); Emailed mraz@naturfoto.cz - replied with YNP,U.a. cinnamonum,Adult,Female,Lubos Mraz,"{""latitude"":44.427963,""longitude"":-110.58845500000001}",Black,yes,Wyoming,44.427963,-110.588455,http://www.naturephoto-cz.com/photos/mraz/black-bear-xxx09g201.jpg,http://www.naturephoto-cz.com/black-bear-photo-13341.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",234,4397
3850,Captive bear at Alaska zoo; Emailed Carrie adoptions@alaskazoo.org,,Adult,,,,Black,no,,,,http://www.alaskazoo.org/sites/alaskazoo.org/files/black%20bear%20web.jpg,http://www.alaskazoo.org/black-bear,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",235,4398
3851,Duplicate image,U.a. cinnamonum,Juvenile,,Don Johnston,"{""latitude"":52.873383,""longitude"":-117.954294}",Non-black,no,Alberta,52.873383,-117.954294,http://cdn.cutestpaw.com/wp-content/uploads/2013/10/l-American-black-bear-cubs-in-Jasper-National-Park-Alberta-Canada.jpg,http://www.cutestpaw.com/images/american-black-bear-cubs-in-jasper-national-park-alberta-canada/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",236,4399
3852,Dead individual - taxidermy,,Adult,,,,Black,no,,,,http://www.macstaxidermy.com/bear%20images/black%20bear%20shoulder.jpg,http://www.macstaxidermy.com/bear.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",237,4400
3853,Duplicate image,,,,,,Black,no,,,,http://www.flaminggorgecountry.com/media/Wildlife-Guide-black-bear-800x600.jpg,http://www.flaminggorgecountry.com/Black-Bear,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",238,4401
3854,Duplicate image,,,,,,Black,no,,,,http://www.redorbit.com/media/uploads/2013/05/731px-A_Florida_Black_Bear.jpg,http://www.redorbit.com/education/reference_library/animal_kingdom/mammalia/1112850052/florida-black-bear-ursus-americanus-floridanus/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",239,4402
3855,Location from flickr.com/photos/86691748@N00/3725692686/in/photostream/,U.a. pugnax,Adult,,kenwishnuff,"{""latitude"":59.45224366304182,""longitude"":-135.31858764550782}",Black,yes,Alaska,59.45224366,-135.3185876,http://www.statesymbolsusa.org/IMAGES/West_Virginia/Black-bear-RoyMac.jpg,http://www.statesymbolsusa.org/West_Virginia/black_bear.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",240,4403
3856,Cannot find original photographer - right species?,,Juvenile,,,,Black,no,,,,http://www.wallcoo.net/animal/2008_animal_1680_desktop_02/images/A%20Playful%20Black%20Bear%20Cub.jpg,http://www.wallcoo.net/animal/2008_animal_1680_desktop_02/html/wallpaper2.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",241,4404
3857,Cannot find photographer's email; public domain image,,Juvenile,,Michelle Buntin,,Black,no,,,,http://www.public-domain-image.com/cache/fauna-animals-public-domain-images-pictures/bears-public-domain-images-pictures/black-bear-cub_w725_h517.jpg,http://www.public-domain-image.com/fauna-animals-public-domain-images-pictures/bears-public-domain-images-pictures/black-bear-cub.jpg.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",242,4405
3858,Not in W North America; 2 bears - black individual (added brown individual separately); Location from website - need to add other photos on site!,U.a. americanus,Adult,,EJ Peiker,"{""latitude"":48.0533544827314,""longitude"":-92.82816968728025}",Black,no,Minnesota,48.05335448,-92.82816969,http://www.ejphoto.com/images_MN/MN_BlackBear35.jpg,http://www.ejphoto.com/black_bear_page.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",243,4406
3859,Not in W North America; Location from https://www.flickr.com/photos/lwbrown/3916483721/in/set-72157622358756760,U.a. americanus,Juvenile,,Larry Brown,"{""latitude"":38.292756,""longitude"":-78.67958399999998}",Black,no,Virginia,38.292756,-78.679584,http://cdn2-b.examiner.com/sites/default/files/styles/image_content_width/hash/04/d0/04d09a81c6dc13d75d15f25a5d52e15e.JPG?itok=BTKFQ1Z5,http://www.examiner.com/article/virginia-s-black-bear-cubs-are-starving,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",244,4407
3860,Duplicate individual; Location from website,U.a. cinnamonum,Adult,,Jim Coda,"{""latitude"":44.913096,""longitude"":-110.41548499999999}",Black,no,Wyoming,44.913096,-110.415485,http://www.jimcoda.com/data/photos/643_1_mg_2837_black_bear_yellowstone_national_park.jpg,http://www.jimcoda.com/black-bear-images/black-bear-yellowstone-national-park-wyoming-32_1_643.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",245,4408
3861,Cannot find,,Juvenile,,,,Black,no,,,,http://exzooberance.com/wp-content/uploads/2012/12/BlackBear159050.jpg,http://exzooberance.com/?page_id%3D628,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",246,4409
3862,Cannot find original photographer,,Adult,,,,Black,no,,,,http://localtvwtvr.files.wordpress.com/2012/04/black-bear.jpg,http://wtvr.com/2012/04/10/va-dept-watch-out-for-bears/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",247,4410
3863,Not in W North America; Location from URL; Emailed info@djcustomphoto.com to confirm,U.a. americanus,Juvenile,,Daniel Johnson,"{""latitude"":32.3323322,""longitude"":-91.34855670000002}",Black,no,Louisiana,32.3323322,-91.3485567,http://www.fws.gov/uploadedImages/Region_4/NWRS/Zone_1/Tensas_River/Images/Louisiana-Black-Bear-Profile-520-x-289.jpg,http://www.fws.gov/nwrs/threecolumn.aspx?id%3D2147527472,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",248,4411
3864,"Already emailed samdalin@yahoo.com; ""Southeast Alaska""",U.a. pugnax,Adult,,Unknown,"{""latitude"":55.7794311,""longitude"":-132.8179953}",Black,yes,Alaska,55.7794311,-132.8179953,http://www.dalincharters.com/wp-content/uploads/2012/06/Black-Bear-Hunt-0518.jpg,http://www.dalincharters.com/guided-hunting-2/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",249,4412
3865,Duplicate individual - same individual as prev. photo (3836),,Adult,,,,Black,no,,,,http://www.adirondackwildlife.org/black_bear_mckenzie_070110_b.jpg,http://www.adirondackwildlife.org/BlackBearDarrellAusten.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",250,4413
3866,Wrong species,,,,,,,no,,,,http://cdn2.arkive.org/media/BD/BDAA2461-CC48-4E05-AE7A-0D40282E3A00/Presentation.Large/Young-Asiatic-black-bear-showing-chest-marking.jpg,http://www.arkive.org/asiatic-black-bear/ursus-thibetanus/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",251,4414
3867,Yearling; Location from website http://christophermartinphotography.com/2010/08/07/early-morning-with-a-bear/,U.a. cinnamonum,Juvenile,Male,Christopher Martin,"{""latitude"":50.9821646,""longitude"":-114.51907719999997}",Black,yes,Alberta,50.9821646,-114.5190772,http://chrismartinphotography.files.wordpress.com/2011/01/morning-black-bear-3408-edit.jpg,http://christophermartinphotography.com/tag/birds-in-flight/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",252,4415
3868,Cannot find original photographer; looks captive,,,,,,,no,,,,http://www.richwooders.com/appalachian/wildlife/american/photos/black_bear_claws.jpg,http://www.richwooders.com/appalachian/wildlife/american/black_bear_claws.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",253,4416
3869,Not a photograph of a bear,,,,,,,no,,,,http://scoregolf.com/Web-Imagebase/facility-guides/ON-Clairington-Bellville/BlackBear-superior.jpg,http://scoregolf.com/black-bear-ridge-golf-course-belleville-ontario-canada,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",254,4417
3870,Cannot find original photo,,Adult,,Alamy,,Black,no,,,,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2010/9/24/1285320359098/A-black-bear-006.jpg,http://www.theguardian.com/world/2010/sep/23/woman-scares-charging-bear-courgette,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",255,4418
3871,Cannot find original photographer; tagged individual,,Adult,,,,Black,no,,,,http://weknowmemes.com/wp-content/uploads/2014/10/obese-black-bear.jpg,http://weknowmemes.com/2014/10/obese-black-bear/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",256,4419
3872,Location from URL; Same individual as prev. photo? (check James Hager images),U.a. cinnamonum,Adult,,James Hager,"{""latitude"":51.496846,""longitude"":-115.92805599999997}",Black,yes,Alberta,51.496846,-115.928056,http://imgc.allpostersimages.com/images/P-473-488-90/62/6247/GKL3100Z/posters/black-bear-ursus-americanus-banff-national-park-alberta-canada-north-america.jpg,http://www.allposters.com/-sp/Black-Bear-Ursus-Americanus-Banff-National-Park-Alberta-Canada-North-America-Posters_i8748107_.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",257,4420
3873,Location from http://www.nationalforests.org/connect/plant,U.a. pugnax,Adult,,Tongass National Forest,"{""latitude"":56.75,""longitude"":-133}",Black,yes,Alaska,56.75,-133,http://alaskaconservation.org/wp-content/uploads/2010/04/Black-bear-and-bald-eagle-Tongass-USFS.jpg?121cd4,http://alaskaconservation.org/movement/facilitating-collaboration/black-bear-and-bald-eagle-tongass-usfs/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",258,4421
3874,Not in W North America; Location from website,U.a. americanus,Adult,,Ginny Riege,"{""latitude"":49.8577561,""longitude"":-93.3890404}",Black,no,Ontario,49.8577561,-93.3890404,https://www.ontariossunsetcountry.ca/sscimages//black_bear_1.jpg,https://www.ontariossunsetcountry.ca/acloserlook.cfm/id/17477,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",259,4422
3875,Location from website,U.a. altifrontalis,Adult,,Unknown,"{""latitude"":44.065598,""longitude"":-123.30748299999999}",Non-black,yes,Oregon,44.065598,-123.307483,http://blog.nature.org/science/files/2014/01/zumwalt-black-bear.jpg,http://blog.nature.org/science/2014/01/29/zumwalt-prairie-mountain-lions-mountain-quail-more/black-bear-ursus-americanus/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",260,4423
3876,Not a photograph of a bear,,,,,,,no,,,,http://blackbeargolfclub.com/wp-content/themes/blackbear/images/slider/1.jpg,http://blackbeargolfclub.com/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",261,4424
3877,Black female and juvenile (black - added separately); Same cub as prev. image? (check Jim Coda images),U.a. cinnamonum,Adult,,Jim Coda,"{""latitude"":44.9066047,""longitude"":-110.39492110000003}",Black,yes,Wyoming,44.9066047,-110.3949211,http://www.jimcoda.com/data/photos/646_1_mg_4249_black_bear_sow_and_cub_yellowstone.jpg,http://www.jimcoda.com/black-bear-images/black-bear-yellowstone-national-park-wyoming-32_1_643.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",262,4425
3878,Not a photograph,,,,,,,no,,,,http://news.maryland.gov/dnr/wp-content/uploads/sites/2/2012/12/2012-2013-Maryland-Black-Bear-Stamp-Competition-Winner-artist-Judy-Schrader.jpg,http://news.maryland.gov/dnr/2012/12/27/1524/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",263,4426
3879,Not in W North America; Location from http://www.canada-photos.com/picture/mother-black-bear-685.htm,U.a. americanus,Adult,Female,Canada Photo,"{""latitude"":50.92253966302517,""longitude"":-87.43258889999998}",Black,no,Ontario,50.92253966,-87.4325889,http://www.hickerphoto.com/images/500/wild-black-bear_18886.jpg,http://www.hickerphoto.com/photos/black-bear-pictures.htm,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",264,4427
3880,2 juveniles (black) - RHS added separately; Emailed photographer Ed Fuhr on website for exact location in YNP - replied,U.a. cinnamonum,Juvenile,,Ed Fuhr,"{""latitude"":44.913096,""longitude"":-110.41548499999999}",Black,yes,Wyoming,44.913096,-110.415485,http://www.edfuhr.com/images/large/black-bear-cubs-II-IMG_091400001.jpg,http://www.edfuhr.com/photo/black-bear-cubs/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",265,4428
3881,Location from http://californiaoutdoorsqas.com/2010/09/02/are-liquidspray-scents-considered-“baiting”/; Emailed CalOutdoors@wildlife.ca.gov to confirm,U.a. californiensis,Adult,,U.S.F.W.S. photo,"{""latitude"":39.846281787443296,""longitude"":-120.86812771249998}",Black,yes,California,39.84628179,-120.8681277,http://www.fws.gov/raleigh/media/BlackBear.jpg,http://blog.beardtoken.com/post/27909321794/this-is-an-eastern-black-bear-ive-been-battling,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",266,4429
3882,"Not in W North America; Cannot find original photographer; says ""Texas black bear""",U.a. americanus,Adult,,Unknown,"{""latitude"":31.9685988,""longitude"":-99.90181310000003}",Black,no,Texas,31.9685988,-99.9018131,http://www.keepbanderabeautiful.org/bearspringsblossom/bearandpeteri.jpg,http://www.keepbanderabeautiful.org/bearspringsblossom/bear.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",267,4430
3883,Not a photograph,,,,,,,no,,,,http://images.clipartpanda.com/standing-black-bear-drawing-black-bear-clipart.gif,http://www.clipartpanda.com/categories/standing-black-bear-drawing,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",268,4431
3884,Emailed neil@northstaroutfitting.com for exact location in Alberta - haven't replied,,Adult,,Unknown,"{""latitude"":53.9332706,""longitude"":-116.5765035}",Black,no,Alberta,53.9332706,-116.5765035,http://www.northstaroutfitting.com/images/archery-black-bear-hunting.jpg,http://www.northstaroutfitting.com/alberta-black-bear-bowhunting.asp,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",269,4432
